index,programming_languages,tools_and_technologies,soft_skills,years_experience_min,experience_level
1793,[],"['Web Development', 'DevOps', 'Other']","['accountability', 'adaptability', 'results oriented', 'positive attitude', 'outstanding presentation skills', 'ability to convey complex requirements', 'focus', 'prioritization']",5.0,senior
1794,[],"['Software Development', 'Other']","['problem-solving', 'hands-on lab skills', 'R&D experience']",,not specified
1795,"['C++', 'Java']","['Data Analytics', 'DevOps', 'Cloud Computing', 'Software Development', 'Other']","['synthesizing user/client needs', 'technical roadmap development', 'technical risk mitigation', 'talent attraction and interviewing']",,senior
1796,"['JavaScript', 'Python', 'Other', 'Java']","['DevOps', 'Software Development', 'Mobile Development', 'Other']","['Adaptability', 'Collaboration', 'Independent work', 'Analytical skills', 'Verbal communication', 'Written communication', 'Positive attitude', 'Problem-solving']",5.0,senior
1797,"['JavaScript', 'Java', 'Python', 'Shell', 'Other']","['Data Analytics', 'DevOps', 'Database Management', 'Cloud Computing', 'Cybersecurity', 'Networking', 'Other']","['Troubleshooting', 'Communication', 'Collaboration', 'Leadership', 'Problem-solving', 'Self-starter', 'Visionary']",,not specified
1798,[],"['Cloud Computing', 'Software Development', 'Networking', 'Cybersecurity']","['Communication', 'Presentation', 'Facilitation', 'Accountability', 'Self-motivation', 'Discipline', 'Prioritization', 'Judgement']",5.0,senior
1799,"['R', 'Other']","['Data Analytics', 'Other']","['Project management', 'Process mapping', 'Documentation', 'Data governance', 'Data visualization']",5.0,senior
1800,"['C++', 'Other']","['Internet of Things (IoT)', 'Data Analytics', 'Software Development', 'Other']","['Written and Verbal Communication', 'Collaboration', 'Leadership']",4.0,senior
1801,"['JavaScript', 'Python', 'Java']","['DevOps', 'Software Development', 'Mobile Development', 'Other']","['automation debugging', 'feature ownership', 'writing test cases and test plans', 'troubleshooting', 'regression testing', 'multitasking', 'flexibility', 'communication', 'leadership', 'positive attitude']",2.0,mid
1802,[],['Machine Learning/Artificial Intelligence'],"['Self-motivated', 'Proactive', 'Creative thinking', 'Critical thinking', 'Leadership', 'Analytical skills']",5.0,senior
1803,[],['Machine Learning/Artificial Intelligence'],"['leadership', 'self-motivation', 'proactive', 'creative thinking', 'critical thinking', 'analytical skills']",10.0,senior
1804,"['Ruby', 'Python']","['DevOps', 'Software Development', 'Other']","['proactive', 'self-motivated', 'detail-oriented', 'well organized', 'passionate', 'inquisitive']",,not specified
1805,[],"['Software Development', 'Other']","['accuracy', 'attention to detail', 'process information quickly', 'work well under pressure', 'self-motivated', 'self-starter', 'clear communication', 'critical thinking', 'problem solving', 'interpersonal skills']",5.0,mid
1806,"['JavaScript', 'Python', 'Other']","['Web Development', 'Cloud Computing', 'Database Management', 'Other']","['Good verbal and written communication skills', 'Values writing Unit Tests and overall coverage']",3.0,mid
1807,[],[],"['Curiosity', 'Passion for excellence', 'Asking the right questions', 'Technical fluency', 'Attention to detail', 'Team player', 'Presentation skills', 'Bilingual communication']",10.0,senior
1808,[],"['Machine Learning/Artificial Intelligence', 'Software Development', 'Other']","['Excellent writing and editorial skills', 'Strong knowledge of English grammar and style', 'Superb communication', 'Team management', 'Feedback and guidance', 'Career growth support', 'Presentation skills']",7.0,senior
1809,[],[],"['Strong interpersonal skills', 'Communication skills', 'Influencing skills', 'Self starter', 'Decision making', 'Composure under pressure', 'Oral and written presentation skills']",3.0,not specified
1810,['Java'],"['Web Development', 'Software Development', 'Database Management', 'Other']","['Excellent judgment', 'Integrity', 'Timely and sound decision-making']",5.0,senior
1811,[],"['Database Management', 'Networking', 'Other']","['Communication', 'Presentation', 'Accountability', 'Leadership', 'Self-starter', 'Ambition', 'Discipline', 'Self-sufficiency', 'Facilitation']",10.0,senior
1812,"['Swift', 'PHP', 'Python', 'Java']","['Web Development', 'DevOps', 'Database Management', 'Other']","['Excellent verbal and written communication', 'Innovative thinking', 'Creative thinking', 'Troubleshooting', 'Curiosity', 'Willingness to learn', 'Positive engagement']",5.0,senior
1813,"['Python', 'Go']","['Cloud Computing', 'DevOps', 'Other']",[],,not specified
1814,[],"['Data Analytics', 'Other']","['Problem Solving', 'Project Management', 'Presentation Skills', 'Relationship Management', 'Interpersonal Skills']",10.0,senior
1815,"['JavaScript', 'Java']","['Web Development', 'Software Development', 'Database Management', 'Other']","['Troubleshooting', 'Customer focused', 'Agile', 'Ownership', 'Leadership']",5.0,senior
1816,"['Swift', 'C++', 'Other']","['Other', 'Mobile Development']","['Outstanding communication', 'Presentation skills']",,not specified
1817,[],['Software Development'],"['Communication', 'Time Management', 'Organizational Abilities', 'Creativity', 'Interpersonal Skills', 'Judgment and Integrity', 'Focus', 'Prioritization', 'Adaptability', 'Results Orientation', 'Positive Attitude', 'Passion for Product Ownership']",1.0,junior
1818,"['JavaScript', 'PHP', 'Swift', 'Python', 'Ruby', 'C++', 'Other']","['Web Development', 'Software Development']","['Highly-motivated', 'Creative', 'Organized', 'Strong verbal and written communication skills']",,not specified
1819,"['Java', 'Python', 'Shell', 'Swift', 'Other']","['Web Development', 'Software Development', 'Database Management', 'Other']","['Leadership', 'Collaboration', 'Communication', 'Multi-tasking', 'Adaptability']",7.0,senior
1820,['Other'],"['Data Analytics', 'Software Development', 'Other']","['Leadership', 'Communication', 'Presentation', 'Organizational', 'Documentation', 'Analytical', 'Problem-solving', 'Change Management']",5.0,senior
1821,[],[],"['Excellent communication skills', 'Ability to work cross functionally', 'Ability to work in a quick changing environment', 'Project management', 'People management', 'Ability to work independently', 'Delivering high quality solutions']",3.0,mid
1822,[],"['Networking', 'Other']",[],5.0,senior
1823,"['PHP', 'Java', 'Perl', 'Shell', 'Python']","['Data Analytics', 'DevOps', 'Database Management', 'Cloud Computing', 'Software Development', 'Web Development', 'Networking', 'Other']","['Problem solving', 'Communication', 'Documentation']",5.0,senior
1824,[],"['Networking', 'Other']","['Negotiation', 'Business Development', 'Partnership Management', 'Communication', 'Presentation Skills', 'Project Management', 'Attention to Detail']",5.0,senior
1825,"['Shell', 'C++', 'Other']","['Data Analytics', 'Other']","['Oral and written communication', 'Leadership', 'Flexibility', 'Data analysis', 'Negotiation', 'Independent work', 'Dynamic attitude']",5.0,senior
1826,[],"['Cybersecurity', 'Software Development', 'Web Development', 'Networking', 'Other']","['Interpersonal Skills', 'Cross-functional Collaboration', 'Project Management', 'Communication Skills', 'Presentation Development']",5.0,senior
1827,"['C++', 'Other']","['Software Development', 'Other']","['Excellent interpersonal skills', 'Proficiency in oral/written English', 'Flexibility', 'Project management', 'People management', 'Ability to work independently', 'Comfortable in dynamic environments']",3.0,mid
1828,"['PHP', 'Java', 'Perl', 'Python', 'Ruby']","['Cybersecurity', 'Software Development', 'Web Development', 'Networking', 'Other']","['Strong verbal & written communication', 'Leadership', 'Interpersonal skills', 'Self-starter', 'Forward-thinking']",,not specified
1829,"['JavaScript', 'Python', 'Other']","['Web Development', 'Cloud Computing', 'Database Management', 'Other']",['Good verbal and written communication skills'],3.0,mid
1830,"['JavaScript', 'Python', 'Java']","['Web Development', 'Data Analytics', 'Software Development', 'Database Management']","['communication', 'self-starter', 'team collaboration']",5.0,senior
1831,"['Kotlin', 'Java', 'Python', 'Swift', 'Go', 'C++', 'Other']","['DevOps', 'Database Management', 'Cybersecurity', 'Networking', 'Other']","['Ability to track and lead numerous parallel activities', 'Awareness of security threats', 'Experience designing systems for high availability']",,senior
1832,[],[],"['Excellent verbal and written presentation skills', 'Ability to filter and distill relevant information', 'Self-motivated and enthusiastic', 'Creative and critical thinking', 'Leadership', 'Teamwork', 'Collaboration', 'Flexibility', 'Calmness in uncertainty']",5.0,senior
1833,[],['Other'],"['Excellent communication', 'Documentation', 'Project management', 'Ability to interact with all levels of professionals']",,senior
1834,"['Ruby', 'Perl', 'Shell', 'Other']","['Software Development', 'Other']","['Managing multiple priorities', 'Working under strict deadlines']",3.0,mid
1835,"['C++', 'Other']","['Data Analytics', 'Software Development']","['Problem solving', 'Critical thinking', 'Communication', 'Focus', 'Prioritization', 'Judgment', 'Integrity', 'Adaptability', 'Results orientation', 'Positive attitude']",,mid
1836,"['Python', 'Java', 'Other']","['Database Management', 'Other']","['Troubleshooting', 'Technical Problem Solving']",,senior
1837,[],"['Data Analytics', 'Machine Learning/Artificial Intelligence', 'AR/VR (Augmented Reality/Virtual Reality)', 'Software Development', 'Other']","['Documentation', 'Communication', 'Project Management', 'Statistics']",5.0,senior
1838,"['Python', 'C++', 'Other']","['Web Development', 'Internet of Things (IoT)', 'Cloud Computing', 'Software Development']","['Self-motivation', 'Visualization', 'Data presentation', 'Passion for robust solutions']",,not specified
1839,"['Java', 'Perl', 'Python', 'Ruby', 'Go']","['Cloud Computing', 'DevOps', 'Software Development', 'Networking']",['Attitude towards Automation'],4.0,senior
1840,"['Perl', 'PHP', 'Python', 'Other']","['Web Development', 'Software Development']","['Translation of technical information', 'Deadline management', 'Workflow leadership', 'Written and verbal communication', 'Confidence in communication', 'Rapid software learning', 'Independent work']",,not specified
1841,['Other'],"['Cybersecurity', 'Software Development', 'Web Development', 'Networking', 'Other']","['interpersonal skills', 'cross-functional collaboration', 'project management', 'presentation development', 'communication skills']",5.0,senior
1842,['Other'],"['Web Development', 'Software Development', 'Other']","['Technical project management', 'Leadership', 'Attention to detail', 'Communication skills', 'Creative thinking', 'Flexibility', 'Cross-functional collaboration']",8.0,senior
1843,['Other'],"['Web Development', 'Other', 'Software Development', 'Mobile Development']","['Technical Project Management', 'Localization Expertise', 'Detail-Oriented', 'Complex Problem Solving', 'Cross-Functional Communication', 'Creative Thinking', 'Vendor Management', 'Instruction and Evangelism']",8.0,senior
1844,[],['Other'],"['Leadership', 'Communication', 'Problem-solving', 'Critical thinking', 'Time management', 'Organizational skills', 'Management skills', 'Adaptability', 'Motivation', 'Dedication', 'Independence']",3.0,mid
1845,['Other'],"['Other', 'Mobile Development']","['Strong communication', 'Interpersonal skills', 'Problem solving', 'Analytical skills', 'Experience with offshore manufacturing', 'Energy and drive', 'Track record of success']",3.0,mid
1846,['Python'],"['Other', 'Software Development', 'Mobile Development']","['Passion', 'Diligence', 'Integrity', 'Extraordinary aptitude']",5.0,senior
1847,"['Java', 'Python', 'Shell', 'Perl', 'Ruby']","['DevOps', 'Other']","['Strong interpersonal skills', 'Ability to work effectively across teams', 'Proven ability to deliver results on time with high quality']",,not specified
1848,[],"['DevOps', 'Cybersecurity', 'Web Development', 'Networking', 'Other']","['Interpersonal Communications', 'Customer-Service', 'English Oral and Written Communications', 'Thriving Under Pressure', 'Managing Difficult Situations', 'Analyzing Complex Problems', 'Creative Solutions', 'Vendor Coordination']",5.0,senior
1849,"['C++', 'Other']",['Other'],"['Excellent communication skills', 'Collaboration abilities', 'Hardware and software debug skills']",10.0,senior
1850,['Other'],"['Machine Learning/Artificial Intelligence', 'Software Development', 'Other']","['Strong communication and teamwork skills', 'Excellent judgment and integrity', 'Upbeat, adaptable, and results oriented']",,not specified
