index,programming_languages,tools_and_technologies,soft_skills,years_experience_min,experience_level
1647,"[""Objective-C"", ""Cocoa Touch"", ""Java"", ""JavaScript"", ""HTML"", ""CSS3"", ""Golang"", ""Python"", ""Node.js""]","[""scipy"", ""numpy"", ""pandas"", ""data processing pipelines"", ""machine learning algorithms/tools""]","[""Excellent quantitative and communication skills"", ""Willingness to learn"", ""Multitasking"", ""Comfortable in tech and business environments"", ""Leadership"", ""Passion""]",,not specified
1648,[],"[""3D software""]","[""Passion for materials"", ""Obsession with how things work"", ""Hands-on prototyping"", ""Appreciation for aesthetics"", ""Radical creativity"", ""Excellent communication"", ""English proficiency""]",,not specified
1649,"[""C++"", ""Python""]","[""MATLAB"", ""SPICE"", ""Simulink""]","[""Written communication"", ""Verbal communication"", ""Teamwork"", ""Leadership""]",3.0,not specified
1650,[],"[""Apple hardware"", ""Apple software""]","[""interpersonal skills"", ""social skills"", ""organization skills"", ""attention to detail"", ""troubleshooting"", ""customer service"", ""dedication to customer experience"", ""motivation"", ""flexibility"", ""self-starter"", ""teamwork""]",3.0,mid
1651,"[""Shell"", ""Python"", ""Perl"", ""C++""]","[""Linux"", ""RHEL"", ""OS debugging"", ""Linux kernels"", ""Networking stack"", ""TCP/IP"", ""Routing"", ""Revision control systems"", ""Continuous integration"", ""Unit testing"", ""Configuration management"", ""FreeBSD"", ""OSX""]","[""Teamwork"", ""Influencing"", ""Consensus building"", ""Written communication"", ""Verbal communication""]",,senior
1652,"[""C"", ""C++"", ""Objective-C"", ""Swift""]","[""iOS""]",[],2.0,mid
1653,"[""MATLAB"", ""Python""]","[""JMP"", ""Analog and Mixed-Signal Design"", ""Sensor Technology"", ""Digital Signal Processing""]","[""Written and Verbal Communication"", ""Teamwork"", ""Leadership"", ""Critical Analysis"", ""Problem Solving""]",,not specified
1654,"[""Matlab"", ""C"", ""C++""]","[""Image data processing""]","[""Analytical skills""]",,not specified
1655,"[""Python""]","[""Electronic measurement equipment"", ""Data analysis platforms"", ""Databases"", ""Matlab"", ""DSP""]","[""Initiative"", ""Ownership of responsibilities"", ""Strong written and verbal interpersonal skills"", ""Emphasis on quality of work""]",3.0,mid
1656,"[""MATLAB""]","[""SPICE"", ""FPGAs"", ""SoCs (ARM, x86)"", ""PCIe"", ""DisplayPort (DP)"", ""MIPI"", ""USB"", ""PCB"", ""SIP"", ""Flex"", ""wireless power systems"", ""sensor and display technology""]","[""multi-disciplinary understanding"", ""analyzing trade-offs""]",8.0,senior
1657,"[""Objective-C"", ""Swift""]","[""UIKit"", ""Foundation"", ""Core Animation"", ""Xcode"", ""lldb"", ""Instruments""]","[""Outstanding communication"", ""Presentation skills""]",,not specified
1658,[],"[""ASIC"", ""SOC architectures"", ""HW video encoders/decoders"", ""HDMI standards"", ""DisplayPort standards"", ""prototype bring-up"", ""functional verification"", ""manufacturing support"", ""CAD tools (Concept & Allegro)"", ""signal integrity"", ""RF design (BT, BTLE, WLAN)"", ""DC/DC power design"", ""oscilloscopes"", ""logic analyzers"", ""protocol analyzers""]","[""architectural knowledge"", ""ability to teach"", ""strong verbal communication"", ""strong written communication"", ""cross-functional collaboration""]",5.0,senior
1659,[],"[""ASIC"", ""SOC"", ""HW video encoders/decoders"", ""video pipelines"", ""display pipelines"", ""multi-image blending strategies"", ""CPU"", ""GPU"", ""color space conversion"", ""scaling"", ""frame rate conversion"", ""noise reduction"", ""blending"", ""DisplayPort"", ""HDMI"", ""S/PDIF"", ""ARC"", ""USB-C"", ""I2S"", ""DDR3/4"", ""LPDDR3/4/4x"", ""PCIe gen1/2/3"", ""USB2/3"", ""parallel-NAND"", ""eMMC"", ""I2C/SPI/UART buses"", ""power design"", ""Concept & Allegro"", ""High-Definition Content Protection (HDCP)"", ""DC/DC power design"", ""oscilloscopes"", ""logic and protocol analyzers""]","[""strong architectural knowledge"", ""ability to teach"", ""strong verbal and written communication skills"", ""cross-functional collaboration""]",5.0,senior
1660,[],"[""SQL"", ""relational database systems"", ""system integrations"", ""Keynote""]","[""meeting facilitation"", ""project management"", ""working with senior management"", ""adaptability""]",5.0,senior
1661,"[""Python"", ""Bash"", ""JavaScript"", ""C++""]","[""Jenkins"", ""Git"", ""Docker""]","[""Analytic and problem solving"", ""Cross-team collaboration"", ""Written and communication skills""]",,not specified
1662,[],[],"[""Business analysis"", ""Strategic thinking"", ""Data analysis"", ""Problem solving"", ""Adaptability"", ""Communication"", ""Presentation skills"", ""Attention to detail""]",,not specified
1663,"[""Java""]","[""Network protocols"", ""Storage systems"", ""Security algorithms"", ""Unix system internals"", ""Distributed systems""]","[""Independent"", ""Driven"", ""Motivated"", ""Passionate"", ""Strong communication""]",3.0,mid
1664,[],"[""Icepak"", ""ABAQUS"", ""ANSYS-APDL"", ""Hypermesh"", ""SimLab"", ""Ansys"", ""SolidWorks"", ""NX""]","[""Self-motivated"", ""Ability to thrive in a fast-paced environment"", ""Outstanding verbal and visual communication skills"", ""Desire to work in a team environment""]",3.0,not specified
1665,[],[],"[""Negotiation"", ""Collaboration"", ""Communication"", ""Sketching""]",4.0,mid
1666,[],"[""RF Architecture"", ""Signal Processing"", ""Wireless Systems"", ""Rx and Tx RF Chains"", ""Digital Signal Processing"", ""Lab Test Equipment""]","[""System Level Understanding"", ""Multi-disciplinary Collaboration""]",5.0,senior
1667,[],"[""Sketching""]","[""Communication"", ""Collaboration"", ""Negotiation"", ""Articulation""]",4.0,mid
1668,[],"[""Laser welding"", ""Laser ablation"", ""Laser cutting"", ""Fiber lasers"", ""CO2 lasers"", ""Ultrafast lasers"", ""3D rapid prototyping machines""]","[""Social communication"", ""Collaboration"", ""Independence""]",6.0,senior
1669,[],"[""Machine Learning"", ""Deep Learning"", ""Computer Vision"", ""Natural Language Processing"", ""Artificial Intelligence""]","[""Creativity"", ""Collaboration"", ""Innovation"", ""Communication"", ""Presentation""]",,not specified
1670,[],"[""machine learning"", ""deep learning"", ""computer vision"", ""natural language processing"", ""artificial intelligence""]","[""creative"", ""collaborative"", ""presentation skills"", ""innovative""]",,not specified
1671,"[""Python"", ""Ruby"", ""C"", ""Objective-C"", ""JavaScript"", ""PHP""]","[""Shell scripting"", ""HLS"", ""REST APIs"", ""Databases"", ""HTML"", ""XML"", ""CSS"", ""Splunk"", ""OLAP"", ""Hadoop"", ""MapReduce""]","[""Data analytics""]",,not specified
1672,[],"[""SOC/VLSI Chip Design"", ""ASIC Chip Design"", ""Power Management Chip Design"", ""Technology Process Development"", ""ASIC & VLSI Design Flows"", ""Analog Blocks Design"", ""LDOs"", ""Bandgap"", ""ADC"", ""BUCK"", ""Boost"", ""Battery Management Products""]","[""Technical Program Management"", ""Project Management"", ""Systems Support"", ""Customer Support"", ""Real-time Crisis Management"", ""Project Development Metrics""]",5.0,senior
1673,"[""Go"", ""Python"", ""Ruby"", ""Java""]","[""Terraform"", ""Spinnaker"", ""Ansible"", ""SmartStack"", ""Kubernetes"", ""Mesos"", ""Docker swarm"", ""Linux (RedHat derivatives)"", ""Continuous Integration"", ""Continuous Delivery""]","[""Systems level understanding"", ""Cloud environment management""]",5.0,senior
1674,"[""Java""]","[""Cocoa"", ""Cocoa Touch"", ""Windows"", ""Android""]","[""Problem solving"", ""Critical thinking"", ""Communication skills"", ""Teamwork""]",,not specified
1675,"[""Java"", ""Other object oriented language""]","[""Relational databases"", ""No-SQL"", ""Nagios"", ""Splunk""]","[""In-depth communication"", ""Proactive communication"", ""Responsibility management""]",5.0,senior
1676,"[""BASH"", ""Ruby"", ""Python""]","[""Unix/Linux systems"", ""Chef"", ""Jenkins"", ""Git"", ""Artifactory"", ""HTTP"", ""DNS"", ""TCP/IP"", ""OSI Model"", ""Networking"", ""Load balancing""]","[""Excellent written and verbal interpersonal skills"", ""Passionate"", ""Inquisitive"", ""Problem-solving skills""]",8.0,senior
1677,[],[],"[""Excellent communication"", ""Organizational skills"", ""Leadership skills"", ""Creative thinking"", ""Critical thinking"", ""Flexibility"", ""Calmness in ambiguity"", ""Strong verbal and written communication"", ""Executive level presentation skills"", ""Self-motivation"", ""Proactiveness""]",5.0,senior
1678,[],"[""LTE PHY/MAC"", ""RF/modem performance"", ""System Performance characterization/testing/tuning""]","[""troubleshooting"", ""analytical skills"", ""problem solving""]",5.0,senior
1679,[],"[""Excel"", ""Keynote""]","[""Accountability"", ""Responsibility"", ""Self-motivation"", ""Communication"", ""Presentation"", ""Facilitation"", ""Analytical""]",5.0,senior
1680,[],[],"[""Team collaboration"", ""Problem solving"", ""Strong written and verbal communication"", ""Presentation skills"", ""Creative thinking""]",2.0,not specified
1681,[],"[""Sketching Tools"", ""Mockup Tools""]","[""Articulating Design Solutions"", ""Negotiating Design Solutions"", ""Collaboration"", ""Communication""]",4.0,senior
1682,[],"[""MS Excel"", ""Word Processing Software"", ""Database Tools""]","[""Written and Verbal Communication"", ""Training"", ""Auditing"", ""Instruction"", ""Content Implementation""]",2.0,mid
1683,[],"[""Content Management Systems"", ""iOS"", ""macOS"", ""watchOS"", ""tvOS""]","[""Deadline management"", ""Cross-functional team collaboration"", ""UI principles"", ""Resourcefulness"", ""Creativity"", ""Teamwork"", ""Autonomy"", ""Passion for technology"", ""Interest in Apple products""]",,senior
1684,[],"[""Agile - Scrum"", ""Lean Six-Sigma""]","[""Vendor management"", ""Leadership"", ""Influence"", ""Cultural sensitivity""]",3.0,mid
1685,"[""Python"", ""Go"", ""Java"", ""Scala""]","[""NoSQL"", ""Relational Databases"", ""AWS"", ""Digital Ocean"", ""Chef"", ""Puppet"", ""Hadoop"", ""Spark"", ""Kafka""]","[""Coordination"", ""Liaising""]",,senior
1686,[],"[""Excel"", ""SAP"", ""Business Objects"", ""Tableau""]","[""communication"", ""project management"", ""collaboration"", ""partnership building""]",,not specified
1687,[],"[""MS Word"", ""MS Excel"", ""Basic Project Planning Tools""]","[""Leadership"", ""Communication"", ""Organization"", ""Cross-functional Coordination"", ""Self-motivation"", ""Proactive Thinking"", ""Creativity"", ""Critical Thinking""]",2.0,mid
1688,[],"[""Linux"", ""Windows Servers"", ""MySQL"", ""Microsoft SQL Server"", ""VMware vCenter"", ""NetApp"", ""Pure Storage"", ""Cisco UCS""]","[""Strong written and verbal communication"", ""Self-starter"", ""Ability to work with minimal direction"", ""Ability to prioritize and handle multiple tasks/projects""]",10.0,senior
1689,[],"[""ASIC design flows"", ""Physical design tools for power optimization""]","[""Strong communication skills""]",,not specified
1690,[],[],"[""Research and sourcing methods"", ""Adaptability"", ""Collaboration"", ""Negotiation"", ""Closing skills""]",7.0,senior
1691,"[""Objective-C"", ""Swift""]","[""UIKit"", ""Foundation"", ""CoreAnimation""]","[""Creativity"", ""Enthusiasm for design"", ""Outstanding communication"", ""Presentation skills""]",,not specified
1692,"[""Matlab""]","[""Physics-based modeling"", ""Electrochemical modeling"", ""Lithium ion / polymer battery technology"", ""Quality tools (e.g., statistical analysis, design of experiments)"", ""Numerical solutions of PDEs and ODEs"", ""Test equipment for battery products"", ""International standards for rechargeable batteries""]","[""Ability to work independently"", ""Team collaboration"", ""Process-oriented"", ""Data-driven decision making"", ""Time management"", ""Entrepreneurial mindset"", ""Clear technical communication"", ""Motivational skills""]",4.0,senior
1693,"[""Scripting Languages""]","[""Low cost test solutions"", ""DFT techniques"", ""CMOS process technology"", ""EFA"", ""PFA""]","[""Strong presentation skills"", ""Communication skills""]",5.0,senior
1694,"[""Python"", ""Perl"", ""Shell Scripting"", ""C"", ""C++""]","[""UNIX-based systems"", ""CI and automation"", ""Command-line Apps/Tools""]","[""Problem solving"", ""Reasoning"", ""Teamwork"", ""Positive thinking"", ""Inventiveness"", ""Willingness to take challenges""]",3.0,mid
1695,[],"[""IBM Unica"", ""Teradata SQL"", ""Medallia"", ""Qualtrics"", ""Excel"", ""Keynote"", ""PowerPoint""]","[""Excellent communication"", ""Problem-solving"", ""Self-starter"", ""Flexibility"", ""Ability to balance multiple projects""]",3.0,mid
1696,[],[],"[""Accountability"", ""Responsibility"", ""Self-motivation"", ""Communication"", ""Presentation"", ""Facilitation""]",5.0,not specified
1697,"[""Go"", ""Python""]","[""Continuous Build"", ""Integration"", ""Test"", ""Delivery systems"", ""Containers"", ""Orchestration technologies"", ""NoSQL"", ""RDMS databases"", ""Cloud environments""]","[""Coaching and mentoring"", ""Working with external partners"", ""Cross functional teamwork"", ""Strong attention to detail"", ""Analytical capabilities"", ""Communication skills""]",2.0,senior
1698,[],"[""Keynote"", ""Numbers"", ""Sketch"", ""Photoshop""]","[""Deadline management"", ""Project management"", ""Complexity handling"", ""Communication"", ""Attention to detail"", ""Adaptability""]",5.0,mid
1699,"[""Verilog"", ""System Verilog"", ""C"", ""C++"", ""Assembly"", ""Perl"", ""Python""]","[""UVM"", ""digital simulation"", ""debugging"", ""functional coverage"", ""code coverage"", ""assertion methodology""]","[""independent work"", ""interpersonal skills"", ""ability to take on diverse challenges""]",,not specified
1700,"[""Swift"", ""JavaScript""]","[""QA practices""]","[""Strong communication"", ""Interpersonal skills"", ""Passion for quality"", ""Attention to detail""]",,not specified
1701,[],"[""Security Technologies"", ""Payment Systems""]","[""Leadership"", ""Interpersonal Skills"", ""Decision-making"", ""Prioritization"", ""Problem-solving"", ""Creative Thinking"", ""Critical Thinking"", ""Independent Work""]",5.0,senior
1702,"[""Scala"", ""Python"", ""Javascript"", ""Java""]","[""Spark"", ""Hadoop""]",[],,not specified
1703,[],[],"[""Customer Focused"", ""Team Builder"", ""Exec Presence"", ""Technically Agile"", ""Priority Driven"", ""Highly organized"", ""Creative and motivated"", ""Excellent communication skills"", ""Creative thinker"", ""Strong problem solver"", ""Attention to detail""]",5.0,senior
1704,"[""Python"", ""Shell""]","[""Test Automation Frameworks"", ""MacOS"", ""Unix""]","[""Communication"", ""Data Presentation""]",,not specified
1705,"[""Python"", ""Shell""]","[""Test automation frameworks"", ""MacOS"", ""Unix""]","[""Communication"", ""Presentation""]",,not specified
1706,"[""TypeScript"", ""Java"", ""C++""]","[""iOS Development"", ""Xcode"", ""lldb"", ""Instruments"", ""API design""]","[""problem solving"", ""critical thinking"", ""communication""]",3.0,mid
1707,"[""Python"", ""C""]","[""MATLAB"", ""Simulink"", ""Battery Management Systems"", ""ADC design and architecture"", ""Li-Ion Battery safety requirements""]","[""Strong initiative"", ""Ownership of responsibilities"", ""Productivity"", ""Ability to meet aggressive deadlines"", ""Good written and verbal interpersonal skills""]",5.0,senior
1708,[],"[""DRAM"", ""NAND"", ""SoCs""]","[""Vendor management"", ""Analytical skills"", ""Problem resolution"", ""Multi-tasking"", ""Crisis management"", ""Project development"", ""Technical communication"", ""Leadership"", ""Interpersonal skills""]",5.0,senior
1709,"[""Ruby on Rails"", ""JavaScript"", ""CSS"", ""HTML""]","[""REST APIs"", ""MySQL"", ""Postgres"", ""Oracle"", ""Version Control""]","[""Excellent verbal and written communication"", ""Adaptable"", ""Self-motivated"", ""Creative and critical thinking""]",3.0,mid
1710,"[""Java"", ""C# (.Net)"", ""PHP"", ""Ruby"", ""Python"", ""JavaScript"", ""Swift"", ""Objective-C""]","[""HTML"", ""CSS"", ""Symfony"", ""Laravel"", ""Spark"", ""Grails"", ""Django"", ""Ruby on Rails"", ""EmberJS"", ""Angular"", ""ASP.Net"", ""MonoRail"", ""SQL"", ""ORM"", ""Doctrine"", ""Propel"", ""Vagrant"", ""Apache"", ""Nginx"", ""Ubuntu"", ""CentOS"", ""MySQL"", ""Memcache"", ""Redis"", ""Git"", ""SVN""]","[""Fluent English"", ""Ability to multi-task"", ""Ability to work independently"", ""Brainstorming and communication"", ""Excellent verbal and written communication"", ""Willingness to learn""]",3.0,mid
1711,"[""Verilog"", ""SystemVerilog"", ""VHDL"", ""PERL"", ""TCL"", ""Python"", ""C"", ""C++""]","[""Synopsys VCS"", ""NC-Verilog"", ""Modelsim"", ""Verdi"", ""DVE""]","[""Good communications skills"", ""Customer support experience""]",5.0,senior
1712,"[""Perl"", ""Python"", ""Tcl"", ""Bash""]","[""Post-Silicon Validation"", ""Silicon Bringup"", ""Testing/Debugging"", ""DFX Hooks"", ""Experimental Technique"", ""CPU/SoC Architecture"", ""Memories (DDR, NAND)"", ""Data Analysis"", ""Chip Design"", ""Circuit/Physical Design"", ""Post-Silicon Physical Debug"", ""DFX Features"", ""Scandump/Memdump Analysis"", ""ATE Coverage"", ""IP Knowledge (DDR, PCIe, USB)""]","[""Problem Localization"", ""Root-cause Analysis"", ""Attention to Detail"", ""Lab Environment Work"", ""System Level Understanding""]",,not specified
